TransferId,BudgetLevel,DocType,BFY,RpioCode,FundCode,FundName,DocumentNumber,ProcessedDate,AhCode,AhName,OrgCode,OrgName,RcCode,DivisionName,AccountCode,ProgramAreaCode,ProgramAreaName,ProgramProjectName,ProgramProjectCode,FromTo,BocCode,BocName,Amount,Purpose
505,7,RP,2019,06,F,LUST,RP 06-2020-19F-F2-44-WCF-041020,4/10/2020 18:10,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,FROM,37,CONTRACTS,9000,"THIS REPROGRAM IS FOR A PRIOR YEAR SWEEP OF UNUSED FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM BUDGET POC:DONNIE HAZLE, 214-665-7105 "
506,7,RP,2019,06,F,LUST,RP 06-2020-19F-F2-44-WCF-041020,4/10/2020 18:10,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,TO,38,WORKING CAPITAL FUND,9000,"THIS REPROGRAM IS FOR A PRIOR YEAR SWEEP OF UNUSED FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM BUDGET POC:DONNIE HAZLE, 214-665-7105 "
507,7,RP,2019,06,H,OIL SPILL,RP 06-2020-19H-38-WCF-032020,3/20/2020 17:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D91,OIL,OIL,"OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",91,FROM,21,TRAVEL,9257.78,"THIS REPROGRAM IS TO MOVE UNUSED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
508,7,RP,2019,06,H,OIL SPILL,RP 06-2020-19H-38-WCF-032020,3/20/2020 17:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D91,OIL,OIL,"OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",91,TO,38,WORKING CAPITAL FUND,9257.78,"THIS REPROGRAM IS TO MOVE UNUSED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
509,7,RP,2019,06,H,OIL SPILL,RP 06-2020-19H-38-WCF-032020,3/20/2020 17:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,E44,ENF,ENFORCEMENT,CIVIL ENFORCEMENT,44,FROM,21,TRAVEL,1000,"THIS REPROGRAM IS TO MOVE UNUSED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
510,7,RP,2019,06,H,OIL SPILL,RP 06-2020-19H-38-WCF-032020,3/20/2020 17:09,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,E44,ENF,ENFORCEMENT,CIVIL ENFORCEMENT,44,TO,38,WORKING CAPITAL FUND,1000,"THIS REPROGRAM IS TO MOVE UNUSED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
511,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-DC6-37-SED-120419,12/5/2019 20:55,6A00E,REGION 06 REMOVALS,6A00E,REGION 06 REMOVALS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,FROM,36,EXPENSES,3155,"MOVING FUNDS FROM 000DC6, BOC 36 TO BOC 37 TO FUND CURRENT ASPECT REQUEST FOR THE DIVISION. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: YOLANDA NIXON, 214-665-2738; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
512,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-DC6-37-SED-120419,12/5/2019 20:55,6A00E,REGION 06 REMOVALS,6A00E,REGION 06 REMOVALS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,37,CONTRACTS,3155,"MOVING FUNDS FROM 000DC6, BOC 36 TO BOC 37 TO FUND CURRENT ASPECT REQUEST FOR THE DIVISION. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: YOLANDA NIXON, 214-665-2738; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
513,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-102519,10/25/2019 20:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,TO,36,EXPENSES,3102.59,"THIS REPROGRAM IS TO PROVIDE ADDITIONAL FUNDS TO EXPENSES AND CONTRACTS FROM THE RPIO ACTIVITY CODE AREAS. THERE ARE NO NEGATIVE IMPACTS FOR THIS PRC.PROGRAM POC: ANGELA RESTIVO, 214-665-71023BUDGET POC: DONNIE HAZLE, 214-665-7105 "
514,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-102519,10/25/2019 20:24,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2X02,O+A,OPERATIONS AND ADMINISTRATION,UTILITIES FOR BUDGET,F2,FROM,36,EXPENSES,3102.59,"THIS REPROGRAM IS TO PROVIDE ADDITIONAL FUNDS TO EXPENSES AND CONTRACTS FROM THE RPIO ACTIVITY CODE AREAS. THERE ARE NO NEGATIVE IMPACTS FOR THIS PRC.PROGRAM POC: ANGELA RESTIVO, 214-665-71023BUDGET POC: DONNIE HAZLE, 214-665-7105 "
515,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-120519,12/5/2019 18:26,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,FROM,36,EXPENSES,9375.64,"THIS REPROGRAM IS TO MOVE FUNDS FROM 000GF2 TO 000GF2X02 FOR REGIONAL WSA PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PRC. PROGRAM POC: ANGELA RESTIVO, 214-665-7123; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
516,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-120519,12/5/2019 18:26,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2X02,O+A,OPERATIONS AND ADMINISTRATION,UTILITIES FOR BUDGET,F2,TO,36,EXPENSES,9375.64,"THIS REPROGRAM IS TO MOVE FUNDS FROM 000GF2 TO 000GF2X02 FOR REGIONAL WSA PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING PRC. PROGRAM POC: ANGELA RESTIVO, 214-665-7123; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
517,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-120919,12/9/2019 20:59,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,FROM,37,CONTRACTS,355.24,"REPROGRAMMING IS TO PROVIDE FUNDING TO THE OFFICE OF HUMAN RESOURCES FOR THE REMAINING R6 PORITON OF THE EAP CONTRACT BALANCE. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: ANGELA RESTIVO, 214-665-7123; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
518,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-36-WSA-120919,12/9/2019 20:59,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,TO,36,EXPENSES,355.24,"REPROGRAMMING IS TO PROVIDE FUNDING TO THE OFFICE OF HUMAN RESOURCES FOR THE REMAINING R6 PORITON OF THE EAP CONTRACT BALANCE. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: ANGELA RESTIVO, 214-665-7123; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
519,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-37-WSA-102519,10/25/2019 20:29,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,TO,37,CONTRACTS,9700,"THIS REPROGRAM IS TO PROVIDE ADDITIONAL FUNDS TO EXPENSES AND CONTRACTS FROM THE RPIO ACTIVITY CODE AREAS. THERE ARE NO NEGATIVE IMPACTS FOR THIS PRC.PROGRAM POC: ANGELA RESTIVO, 214-665-71023BUDGET POC: DONNIE HAZLE, 214-665-7105 "
520,7,RP,2019,06,T,SUPERFUND,RP 06-2019-19T-GF2-37-WSA-102519,10/25/2019 20:29,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2X03,O+A,OPERATIONS AND ADMINISTRATION,SECURITY,F2,FROM,37,CONTRACTS,9700,"THIS REPROGRAM IS TO PROVIDE ADDITIONAL FUNDS TO EXPENSES AND CONTRACTS FROM THE RPIO ACTIVITY CODE AREAS. THERE ARE NO NEGATIVE IMPACTS FOR THIS PRC.PROGRAM POC: ANGELA RESTIVO, 214-665-71023BUDGET POC: DONNIE HAZLE, 214-665-7105 "
521,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-21-WSAWCF-052920,5/29/2020 19:11,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,21,TRAVEL,314.86,"THIS REPROGRAM SWEEPS FY 19 BOC 21 FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105 "
522,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-21-WSAWCF-052920,5/29/2020 19:11,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,38,WORKING CAPITAL FUND,314.86,"THIS REPROGRAM SWEEPS FY 19 BOC 21 FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105 "
523,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-21-WSAWCF-052920,5/29/2020 19:11,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,21,TRAVEL,654.56,"THIS REPROGRAM SWEEPS FY 19 BOC 21 FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105 "
524,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-21-WSAWCF-052920,5/29/2020 19:11,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,654.56,"THIS REPROGRAM SWEEPS FY 19 BOC 21 FUNDS FOR WCF PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105 "
525,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D72,HS,HOMELAND SECURITY,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",72,FROM,21,TRAVEL,32250.08,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
526,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,D72,HS,HOMELAND SECURITY,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",72,TO,38,WORKING CAPITAL FUND,32250.08,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
527,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,FROM,21,TRAVEL,39475.99,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
528,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,38,WORKING CAPITAL FUND,39475.99,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
529,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC8,SF,SUPERFUND CLEANUP,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,C8,FROM,21,TRAVEL,2969.06,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
530,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC8,SF,SUPERFUND CLEANUP,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,C8,TO,38,WORKING CAPITAL FUND,2969.06,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
531,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC9,SF,SUPERFUND CLEANUP,SUPERFUND:  FEDERAL FACILITIES,C9,FROM,21,TRAVEL,2642.02,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
532,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC9,SF,SUPERFUND CLEANUP,SUPERFUND:  FEDERAL FACILITIES,C9,TO,38,WORKING CAPITAL FUND,2642.02,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
533,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,21,TRAVEL,52564.96,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
534,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,38,WORKING CAPITAL FUND,52564.96,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
535,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,21,TRAVEL,12065.86,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
536,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,12065.86,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
537,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EH2,ENF,ENFORCEMENT,SUPERFUND: FEDERAL FACILITIES ENFORCEMENT,H2,FROM,21,TRAVEL,4900,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
538,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EH2,ENF,ENFORCEMENT,SUPERFUND: FEDERAL FACILITIES ENFORCEMENT,H2,TO,38,WORKING CAPITAL FUND,4900,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
539,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,FROM,21,TRAVEL,1103.54,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
540,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,GF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRA. & OPERATIONS,F2,TO,38,WORKING CAPITAL FUND,1103.54,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
541,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,HF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,21,TRAVEL,709.74,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
542,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,HF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,TO,38,WORKING CAPITAL FUND,709.74,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
543,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,21,TRAVEL,1700,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
544,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,1700,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
545,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,FROM,21,TRAVEL,1945.15,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
546,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-38-WCF-032020,3/23/2020 20:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,TO,38,WORKING CAPITAL FUND,1945.15,"THIS REPROGRAM IS TO MOVE VARIED PRIOR YEAR FUNDS TO WCF FOR REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT; PROGRAM/BUDGET POC: DONNIE HAZLE, 214-665-7105 "
547,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-6AP-DD2-37-010220,1/9/2020 18:12,6A00P,REGION 06 PIPELINE,6A00P,REGION 06 PIPELINE,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,36,EXPENSES,66.97,"MOVING SED 6A00P FUNDS TO BOC 37 FOR AN ACCOUNTING CORRECTION. THERE IS NO NEGATIVE IMPACT. PROGRAM POC: YOLANDA NIXON, 214-665-2738; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
548,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-6AP-DD2-37-010220,1/9/2020 18:12,6A00P,REGION 06 PIPELINE,6A00P,REGION 06 PIPELINE,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,66.97,"MOVING SED 6A00P FUNDS TO BOC 37 FOR AN ACCOUNTING CORRECTION. THERE IS NO NEGATIVE IMPACT. PROGRAM POC: YOLANDA NIXON, 214-665-2738; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
549,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-DC6-R10-SEMD81920,8/26/2020 19:57,6A00E,REGION 06 REMOVALS,6A00E,REGION 06 REMOVALS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,FROM,37,CONTRACTS,283081.5,"THIS REPROGRAM IS TO TRANSFER  FUNDS TO R10 FOR THEIR EMERGENCY RESPONSE BRANCH'S START AND ERRS CONTRACTS TO SUPPORT TIME CRITICAL REMOVAL ACTIONS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. THIS IS #1 OF 2 REPROGRAMS TO REGION 10. PROGRAM POCS: R6: TYRONE HOSKINS, 214-665-7375; R10: JENNIFER S JOHNSON: 206-573-1037BUDGET POCS: R6: DONNIE HAZLE, 214-665-7105; R10: KHANH NGUYEN, 206-553-4193."
550,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-DC8-37-SEMD-82720,8/28/2020 12:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC8,SF,SUPERFUND CLEANUP,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,C8,FROM,36,EXPENSES,3000,"THIS REPROGRAM IS TO TRANSFER FUNDS FROM BOC 36 TO 37 FOR SEMD EMERGENCY PREPAREDNESS CONTRACTS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: TYRONE HOSKINS, 214-665-7375; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
551,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-DC8-37-SEMD-82720,8/28/2020 12:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC8,SF,SUPERFUND CLEANUP,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,C8,TO,37,CONTRACTS,3000,"THIS REPROGRAM IS TO TRANSFER FUNDS FROM BOC 36 TO 37 FOR SEMD EMERGENCY PREPAREDNESS CONTRACTS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: TYRONE HOSKINS, 214-665-7375; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
552,7,RP,2019,06,T,SUPERFUND,RP 06-2020-19T-DD2-37-SEMD-91120,9/11/2020 17:56,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,37,CONTRACTS,14895.3,"THIS RP CORRECTS AN ERROR FROM RP: 06-2020-19T-DD2-SEMD-82020; TRANSFERS FY19 000DD2 FUNDS FROM BOC 37 TO 38-SEMD MOBILE DEVICES. THERE IS NO NEGATIVE IMPACT TO LOSING BOC. PROGRAM POC: TYRONE HOSKINS, 214-665-7375; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
